** Nome da estrutura **
Nome
sm
_____________________________________________________

** Coordenadas da estrutura **
x (m)	y (m)	z (m)
0.0	0.0	0.0
10.0	0.0	0.0
10.0	10.0	0.0
0.0	10.0	0.0
_____________________________________________________

** Nos **
Id	x (m)	y (m)	z (m)	Sup	Carga conc	Desl
263	SM	276	277	298	297	0	0
264	SM	277	278	299	298	0	0
265	SM	278	279	300	299	0	0
266	SM	279	280	301	300	0	0
267	SM	280	281	302	301	0	0
268	SM	281	282	303	302	0	0
269	SM	282	283	304	303	0	0
270	SM	283	284	305	304	0	0
271	SM	284	285	306	305	0	0
272	SM	285	286	307	306	0	0
273	SM	286	287	308	307	0	0
274	SM	287	288	309	308	0	0
275	SM	288	289	310	309	0	0
276	SM	289	290	311	310	0	0
277	SM	290	291	312	311	0	0
278	SM	291	292	313	312	0	0
279	SM	292	293	314	313	0	0
280	SM	294	295	316	315	0	0
281	SM	295	296	317	316	0	0
282	SM	296	297	318	317	0	0
283	SM	297	298	319	318	0	0
284	SM	298	299	320	319	0	0
285	SM	299	300	321	320	0	0
286	SM	300	301	322	321	0	0
287	SM	301	302	323	322	0	0
288	SM	302	303	324	323	0	0
289	SM	303	304	325	324	0	0
290	SM	304	305	326	325	0	0
291	SM	305	306	327	326	0	0
292	SM	306	307	328	327	0	0
293	SM	307	308	329	328	0	0
294	SM	308	309	330	329	0	0
295	SM	309	310	331	330	0	0
296	SM	310	311	332	331	0	0
297	SM	311	312	333	332	0	0
298	SM	312	313	334	333	0	0
299	SM	313	314	335	334	0	0
300	SM	315	316	337	336	0	0
301	SM	316	317	338	337	0	0
302	SM	317	318	339	338	0	0
303	SM	318	319	340	339	0	0
304	SM	319	320	341	340	0	0
305	SM	320	321	342	341	0	0
306	SM	321	322	343	342	0	0
307	SM	322	323	344	343	0	0
308	SM	323	324	345	344	0	0
309	SM	324	325	346	345	0	0
310	SM	325	326	347	346	0	0
311	SM	326	327	348	347	0	0
312	SM	327	328	349	348	0	0
313	SM	328	329	350	349	0	0
314	SM	329	330	351	350	0	0
315	SM	330	331	352	351	0	0
316	SM	331	332	353	352	0	0
317	SM	332	333	354	353	0	0
318	SM	333	334	355	354	0	0
319	SM	334	335	356	355	0	0
320	SM	336	337	358	357	0	0
321	SM	337	338	359	358	0	0
322	SM	338	339	360	359	0	0
323	SM	339	340	361	360	0	0
324	SM	340	341	362	361	0	0
325	SM	341	342	363	362	0	0
326	SM	342	343	364	363	0	0
327	SM	343	344	365	364	0	0
328	SM	344	345	366	365	0	0
329	SM	345	346	367	366	0	0
330	SM	346	347	368	367	0	0
331	SM	347	348	369	368	0	0
332	SM	348	349	370	369	0	0
333	SM	349	350	371	370	0	0
334	SM	350	351	372	371	0	0
335	SM	351	352	373	372	0	0
336	SM	352	353	374	373	0	0
337	SM	353	354	375	374	0	0
338	SM	354	355	376	375	0	0
339	SM	355	356	377	376	0	0
340	SM	357	358	379	378	0	0
341	SM	358	359	380	379	0	0
342	SM	359	360	381	380	0	0
343	SM	360	361	382	381	0	0
344	SM	361	362	383	382	0	0
345	SM	362	363	384	383	0	0
346	SM	363	364	385	384	0	0
347	SM	364	365	386	385	0	0
348	SM	365	366	387	386	0	0
349	SM	366	367	388	387	0	0
350	SM	367	368	389	388	0	0
351	SM	368	369	390	389	0	0
352	SM	369	370	391	390	0	0
353	SM	370	371	392	391	0	0
354	SM	371	372	393	392	0	0
355	SM	372	373	394	393	0	0
356	SM	373	374	395	394	0	0
357	SM	374	375	396	395	0	0
358	SM	375	376	397	396	0	0
359	SM	376	377	398	397	0	0
360	SM	378	379	400	399	0	0
361	SM	379	380	401	400	0	0
362	SM	380	381	402	401	0	0
363	SM	381	382	403	402	0	0
364	SM	382	383	404	403	0	0
365	SM	383	384	405	404	0	0
366	SM	384	385	406	405	0	0
367	SM	385	386	407	406	0	0
368	SM	386	387	408	407	0	0
369	SM	387	388	409	408	0	0
370	SM	388	389	410	409	0	0
371	SM	389	390	411	410	0	0
372	SM	390	391	412	411	0	0
373	SM	391	392	413	412	0	0
374	SM	392	393	414	413	0	0
375	SM	393	394	415	414	0	0
376	SM	394	395	416	415	0	0
377	SM	395	396	417	416	0	0
378	SM	396	397	418	417	0	0
379	SM	397	398	419	418	0	0
380	SM	399	400	421	420	0	0
381	SM	400	401	422	421	0	0
382	SM	401	402	423	422	0	0
383	SM	402	403	424	423	0	0
384	SM	403	404	425	424	0	0
385	SM	404	405	426	425	0	0
386	SM	405	406	427	426	0	0
387	SM	406	407	428	427	0	0
388	SM	407	408	429	428	0	0
389	SM	408	409	430	429	0	0
390	SM	409	410	431	430	0	0
391	SM	410	411	432	431	0	0
392	SM	411	412	433	432	0	0
393	SM	412	413	434	433	0	0
394	SM	413	414	435	434	0	0
395	SM	414	415	436	435	0	0
396	SM	415	416	437	436	0	0
397	SM	416	417	438	437	0	0
398	SM	417	418	439	438	0	0
399	SM	418	419	440	439	0	0
_____________________________________________________

** Materiais **
Id	E (GPa)	v	fu (MPa)
0	26.071594	0.2	500.0
_____________________________________________________

** Secoes **
Id	Espessura (mm)
0	300.0
_____________________________________________________

** Apoios **
Id	No	Rx	Ry	Rz	Tetax	Tetay	Tetaz
0	0	0	0	1	0	0	0
1	21	0	0	1	0	0	0
2	42	0	0	1	0	0	0
3	63	0	0	1	0	0	0
4	84	0	0	1	0	0	0
5	105	0	0	1	0	0	0
6	126	0	0	1	0	0	0
7	147	0	0	1	0	0	0
8	168	0	0	1	0	0	0
9	189	0	0	1	0	0	0
10	210	0	0	1	0	0	0
11	231	0	0	1	0	0	0
12	252	0	0	1	0	0	0
13	273	0	0	1	0	0	0
14	294	0	0	1	0	0	0
15	315	0	0	1	0	0	0
16	336	0	0	1	0	0	0
17	357	0	0	1	0	0	0
18	378	0	0	1	0	0	0
19	399	0	0	1	0	0	0
20	420	0	0	1	0	0	0
21	1	0	0	1	0	0	0
22	2	0	0	1	0	0	0
23	3	0	0	1	0	0	0
24	4	0	0	1	0	0	0
25	5	0	0	1	0	0	0
26	6	0	0	1	0	0	0
27	7	0	0	1	0	0	0
28	8	0	0	1	0	0	0
29	9	0	0	1	0	0	0
30	10	0	0	1	0	0	0
31	11	0	0	1	0	0	0
32	12	0	0	1	0	0	0
33	13	0	0	1	0	0	0
34	14	0	0	1	0	0	0
35	15	0	0	1	0	0	0
36	16	0	0	1	0	0	0
37	17	0	0	1	0	0	0
38	18	0	0	1	0	0	0
39	19	0	0	1	0	0	0
40	421	0	0	1	0	0	0
41	422	0	0	1	0	0	0
42	423	0	0	1	0	0	0
43	424	0	0	1	0	0	0
44	425	0	0	1	0	0	0
45	426	0	0	1	0	0	0
46	427	0	0	1	0	0	0
47	428	0	0	1	0	0	0
48	429	0	0	1	0	0	0
49	430	0	0	1	0	0	0
50	431	0	0	1	0	0	0
51	432	0	0	1	0	0	0
52	433	0	0	1	0	0	0
53	434	0	0	1	0	0	0
54	435	0	0	1	0	0	0
55	436	0	0	1	0	0	0
56	437	0	0	1	0	0	0
57	438	0	0	1	0	0	0
58	439	0	0	1	0	0	0
59	20	0	0	1	0	0	0
60	41	0	0	1	0	0	0
61	62	0	0	1	0	0	0
62	83	0	0	1	0	0	0
63	104	0	0	1	0	0	0
64	125	0	0	1	0	0	0
65	146	0	0	1	0	0	0
66	167	0	0	1	0	0	0
67	188	0	0	1	0	0	0
68	209	0	0	1	0	0	0
69	230	0	0	1	0	0	0
70	251	0	0	1	0	0	0
71	272	0	0	1	0	0	0
72	293	0	0	1	0	0	0
73	314	0	0	1	0	0	0
74	335	0	0	1	0	0	0
75	356	0	0	1	0	0	0
76	377	0	0	1	0	0	0
77	398	0	0	1	0	0	0
78	419	0	0	1	0	0	0
79	440	0	0	1	0	0	0
_____________________________________________________

** Cargas concentradas **
Id	No	Fx (kN)	Fy (kN)	Fz (kN)	Mx (kNm)	My (kNm)	Mz (kNm)
0	220	0.0	0.0	1.0	0.0	0.0	0.0
_____________________________________________________

** Cargas distribuidas **
Id	Elem	Tipo	Valor inicial (kN)	Valor final (kN)	Dist inicial (mm)	Dist final (mm)
_____________________________________________________

** Deslocamentos aplicados **
Id	No	Fx	Fy	Fz	Mx	My	Mz
_____________________________________________________

** Desenho **
Pos des x (m)	Pos des y (m)	Centro x (m)	Centro y (m)	Dim x (m)	Dim y (m)	Tetax	Tetay	Tetaz
0	0	326	293	12.0	12.0	0.0	0.0	0.0
_____________________________________________________

$
